imageIndex,typ,errText,errorClassCombined,errorClassText,is_good,is_PseudoFehler
396,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
397,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
398,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
399,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
400,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
401,ELLIPSE,Klemmträger verlötet,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
405,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
406,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
407,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
408,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
409,ELLIPSE,Klemmträger verlötet,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
410,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
411,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
412,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
413,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
414,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
415,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
416,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
417,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
418,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
419,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
420,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
421,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
422,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
423,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
424,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
425,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
426,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
427,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
428,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
429,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
430,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
437,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
438,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
439,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
440,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
441,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
442,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
443,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
444,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
445,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
446,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
447,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
448,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
449,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
450,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
451,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
452,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
453,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
454,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
455,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
456,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
457,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
458,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
459,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
460,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
461,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
462,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
463,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
464,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
465,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
466,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
467,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
468,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
469,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
470,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
471,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
472,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
473,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
474,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
475,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
476,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
477,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
478,ELLIPSE,Klemmträger verlötet,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
479,ELLIPSE,Klemmträger verlötet,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
480,ELLIPSE,Klemmträger verlötet,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
481,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
482,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
483,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
484,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
485,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
486,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
487,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
488,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
489,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
490,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
491,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
492,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
493,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
494,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
495,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
496,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
497,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
498,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
499,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
500,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
501,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
502,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
503,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
504,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
505,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
506,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
507,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
508,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
509,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
510,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
511,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
512,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
513,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
514,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
515,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
516,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
517,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
518,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
519,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
520,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
521,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
522,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
523,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
524,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
525,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
526,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
527,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
528,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
529,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
530,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
531,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
532,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
533,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
534,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
535,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
536,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
537,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
538,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
539,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
540,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
541,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
542,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
543,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
544,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
545,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
546,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
547,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
548,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
549,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
550,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
551,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
552,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
553,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
554,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
555,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
556,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
557,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
558,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
559,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
560,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
561,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
562,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
563,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
564,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
565,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
566,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
567,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
568,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
569,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
570,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
571,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
572,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
573,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
574,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
575,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
576,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
577,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
578,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
579,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
580,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
581,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
582,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
583,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
584,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
585,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
586,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
587,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
588,ELLIPSE,Meniskus,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
589,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
590,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
591,ELLIPSE,Klemmträger verlötet,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
592,ELLIPSE,Klemmträger verlötet,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
593,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
594,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
595,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
596,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
597,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
598,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
599,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
600,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
601,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
602,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
603,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
604,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
605,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
606,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
607,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
608,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
609,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
610,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
611,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
612,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
613,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
614,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
615,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
616,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
617,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
618,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
619,ELLIPSE,Klemmträger verlötet,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
620,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
621,ELLIPSE,Klemmträger verlötet,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
622,ELLIPSE,Klemmträger verlötet,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
623,ELLIPSE,Klemmträger verlötet,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
624,ELLIPSE,Klemmträger verlötet,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
625,ELLIPSE,Klemmträger verlötet,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
626,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
627,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
628,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
629,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
630,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
631,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
632,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
633,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
634,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
635,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
636,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
637,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
638,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
639,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
640,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
641,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
642,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
643,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
644,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
645,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
646,ELLIPSE,Klemmträger verlötet,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
647,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
648,ELLIPSE,Klemmträger verlötet,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
649,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
650,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
651,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
652,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
653,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
654,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
655,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
656,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
657,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
658,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
659,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
660,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
661,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
662,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
663,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
664,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
665,RECT,Lotperle,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
666,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
667,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
668,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
669,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
670,ELLIPSE,Klemmträger verlötet,THT Bauteil fehlt,THT Bauteil fehlt,0,0
671,RECT,Lotperle,THT Bauteil fehlt,THT Bauteil fehlt,0,0
672,ELLIPSE,Klemmträger verlötet,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
673,ELLIPSE,Klemmträger verlötet,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
674,ELLIPSE,Klemmträger verlötet,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
675,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
676,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
677,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
685,ELLIPSE,Klemmträger verlötet,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
686,ELLIPSE,Klemmträger verlötet,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
687,ELLIPSE,Klemmträger verlötet,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
688,RECT,Lotperle,THT Loetdurchstieg mangelhaft,THT Loetdurchstieg mangelhaft,0,0
689,ELLIPSE,Klemmträger verlötet,THT Bauteil liegt nicht auf,THT Bauteil liegt nicht auf,0,0
